Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,fb_3.stopped,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,fb_2.stopped,text_3.stopped,key_resp_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,fb_4.stopped,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_t2_reverse.started,text_5.started,key_resp_t2_reverse.started,Practice_t2_reverse.stopped,key_resp_t2_reverse.keys,key_resp_t2_reverse.corr,key_resp_t2_reverse.rt,key_resp_t2_reverse.duration,Feedback_t2_reverse.started,fb_7.started,fb_7.stopped,Feedback_t2_reverse.stopped,text_5.stopped,key_resp_t2_reverse.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,我的,e,,,,,,,,,,,0,57,57,61,,,,,,,,,,,,,235.15889570000581,,,,,,,,,,,,,,,,235.15634869993664,235.15889570000581,235.6582501998637,,,,,,,,,,,,235.66222669999115,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.65826509986073,235.66222669999115,235.66222669999115,236.45899359998293,e,1,0.7933594998903573,None,236.4592766999267,236.46261500008404,237.4565137999598,237.45951479999349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,卑鄙,i,,,,,,,,,,,0,58,58,30,,,,,,,,,,,,,237.45951479999349,,,,,,,,,,,,,,,,237.45678410003893,237.45951479999349,237.95489549986087,,,,,,,,,,,,237.95904530002736,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.95492499996908,237.95904530002736,237.95904530002736,239.45779230003245,None,0,,,239.4580321998801,239.46214589988813,240.4569073000457,240.4607476000674,239.46214589988813,239.46214589988813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,0,59,59,64,,,,,,,,,,,,,240.4607476000674,,,,,,,,,,,,,,,,240.4571799999103,240.4607476000674,240.95397939998657,,,,,,,,,,,,240.9580580999609,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.9540039000567,240.9580580999609,240.9580580999609,242.44235650007613,None,0,,,242.44276540004648,242.44602519995533,243.435175599996,243.44035109994002,242.44602519995533,242.44602519995533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,0,60,60,6,,,,,,,,,,,,,243.44035109994002,,,,,,,,,,,,,,,,243.43541919998825,243.4598779999651,243.9564652000554,,,,,,,,,,,,243.96030789986253,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.95648499997333,243.96030789986253,243.96030789986253,245.45497690001503,None,0,,,245.455232599983,245.45785899995826,246.44059529993683,246.4563821000047,245.45785899995826,245.45785899995826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,0,61,61,55,,,,,,,,,,,,,246.4563821000047,,,,,,,,,,,,,,,,246.44090729998425,246.46205729991198,246.9559080998879,,,,,,,,,,,,246.9592551998794,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.95592370000668,246.9592551998794,246.9592551998794,247.809119499987,i,1,0.8363775999750942,None,247.80941009987146,247.8140882998705,248.79872429999523,248.80568449990824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,暴躁,i,,,,,,,,,,,0,62,62,44,,,,,,,,,,,,,248.80568449990824,,,,,,,,,,,,,,,,248.79898649989627,248.80568449990824,249.29176549986005,,,,,,,,,,,,249.29516239999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.29178439988755,249.2979472000152,249.2979472000152,249.97431709989905,i,1,0.6747834000270814,None,249.97457239986397,249.9897380999755,250.97487129992805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,其他,i,,,,,,,,,,,0,63,63,9,,,,,,,,,,,,,250.99008830008097,,,,,,,,,,,,,,,,250.97509169997647,250.99008830008097,251.48741249996237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.4874897999689,251.49157209997065,251.49157209997065,252.05651340004988,i,1,0.5582665000110865,None,252.05678169988096,252.06047919997945,253.04692039988004,253.06393549987115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,傲慢,i,,,,,,,,,,,0,64,64,37,,,,,,,,,,,,,253.06393549987115,,,,,,,,,,,,,,,,253.04715540003963,253.06393549987115,253.55591870006174,,,,,,,,,,,,253.5603739998769,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.55593620007858,253.5603739998769,253.5603739998769,254.35478150006384,e,0,0.7813178000506014,None,254.3551395998802,254.36098310002126,255.35663149994798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,诚恳,e,,,,,,,,,,,0,65,65,29,,,,,,,,,,,,,255.35937189985998,,,,,,,,,,,,,,,,255.35689239995554,255.35937189985998,255.85639329999685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.85640909988433,255.86016059992835,255.86016059992835,256.52451699995436,e,1,0.6532797999680042,None,256.52478999993764,256.530525600072,257.524138599867,257.5267685998697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,0,66,66,5,,,,,,,,,,,,,257.5267685998697,,,,,,,,,,,,,,,,257.5244028000161,257.5267685998697,258.02401069994085,,,,,,,,,,,,258.0276166999247,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0240249999333,258.0276166999247,258.0276166999247,258.5738011999056,i,1,0.5404109999071807,None,258.5741135000717,258.57762319990434,259.56321289995685,259.5654176999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,冷静,e,,,,,,,,,,,0,67,67,26,,,,,,,,,,,,,259.5654176999815,,,,,,,,,,,,,,,,259.5635144999251,259.5654176999815,260.05655870004557,,,,,,,,,,,,260.05992159992456,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0565748999361,260.0619278999511,260.0619278999511,260.75593549991027,e,1,0.6833689999766648,None,260.756202199962,260.7596197000239,261.75542349996977,261.75795340002514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,0,68,68,56,,,,,,,,,,,,,261.75795340002514,,,,,,,,,,,,,,,,261.7556793000549,261.75795340002514,262.2407013999764,,,,,,,,,,,,262.2567841000855,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.24071420007385,262.2567841000855,262.2567841000855,263.0895143998787,i,1,0.8271553001832217,None,263.08990989997983,263.0935349999927,264.0774991000071,264.0834296999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,0,69,69,0,,,,,,,,,,,,,264.0834296999965,,,,,,,,,,,,,,,,264.07773320004344,264.0834296999965,264.5692650000565,,,,,,,,,,,,264.5735821998678,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.569286899874,264.5897750998847,264.5897750998847,265.05716519989073,e,1,0.458830300020054,None,265.0576078000013,265.0608471999876,266.05676990002394,266.0596775000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,崇高,e,,,,,,,,,,,0,70,70,11,,,,,,,,,,,,,266.0596775000449,,,,,,,,,,,,,,,,266.0570102999918,266.0596775000449,266.55580609990284,,,,,,,,,,,,266.559891999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.55582550005056,266.559891999932,266.559891999932,267.1916704000905,e,1,0.6239587999880314,None,267.19196960004047,267.1948748000432,268.19059789995663,268.1933152999263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,细腻,e,,,,,,,,,,,0,71,71,25,,,,,,,,,,,,,268.1933152999263,,,,,,,,,,,,,,,,268.1908581999596,268.1933152999263,268.6893007999752,,,,,,,,,,,,268.69288729992695,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.68931759987026,268.69288729992695,268.69288729992695,269.26007469999604,i,0,0.5556133000645787,None,269.2603978998959,269.26596660004,270.2568540000357,270.2595003999304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自私,i,,,,,,,,,,,0,72,72,43,,,,,,,,,,,,,270.2595003999304,,,,,,,,,,,,,,,,270.2571179000661,270.2595003999304,270.7555287000723,,,,,,,,,,,,270.75907699996606,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7555454999674,270.75907699996606,270.75907699996606,271.1262652000878,e,0,0.3489495001267642,None,271.12654359987937,271.12970410007983,272.1247201000806,272.127228599973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,0,73,73,70,,,,,,,,,,,,,272.127228599973,,,,,,,,,,,,,,,,272.1249853998888,272.127228599973,272.6229006999638,,,,,,,,,,,,272.6262421000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.6229187999852,272.6262421000283,272.6262421000283,273.17485000006855,i,0,0.5475461001042277,None,273.17512109992094,273.1889977999963,274.17398660001345,274.1894372999668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,勤奋,e,,,,,,,,,,,0,74,74,18,,,,,,,,,,,,,274.1894372999668,,,,,,,,,,,,,,,,274.17419210006483,274.1894372999668,274.67252939986065,,,,,,,,,,,,274.67721650004387,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.67254489986226,274.67721650004387,274.67721650004387,275.2626616000198,e,1,0.5819123000837862,None,275.2629211000167,275.26882039988413,276.25780280004255,276.2602192000486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,0,75,75,50,,,,,,,,,,,,,276.2602192000486,,,,,,,,,,,,,,,,276.2580613999162,276.2602192000486,276.75508020003326,,,,,,,,,,,,276.7591339999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.75509990006685,276.7591339999344,276.7591339999344,277.42243649996817,i,0,0.6578293000347912,None,277.4227126999758,277.427435599966,278.42235010000877,278.42597280000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,固执,i,,,,,,,,,,,0,76,76,47,,,,,,,,,,,,,278.42597280000336,,,,,,,,,,,,,,,,278.4225923998747,278.42597280000336,278.92378169996664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.92380940006115,278.92842009989545,278.92842009989545,279.72782909986563,i,1,0.7967626000754535,None,279.7281649999786,279.7334223999642,280.7238914000336,280.7275540998671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,猖狂,i,,,,,,,,,,,0,77,77,45,,,,,,,,,,,,,280.7275540998671,,,,,,,,,,,,,,,,280.72415830008686,280.7275540998671,281.22267209994607,,,,,,,,,,,,281.22715869988315,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.2226871000603,281.22715869988315,281.22715869988315,282.1391564998776,i,1,0.909916799981147,None,282.13944349996746,282.14327059988864,283.12850719993,283.130786200054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,0,78,78,2,,,,,,,,,,,,,283.130786200054,,,,,,,,,,,,,,,,283.1287414999679,283.130786200054,283.6212086000014,,,,,,,,,,,,283.6249923000578,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.6212269999087,283.6272255999502,283.6272255999502,284.1238472000696,e,1,0.48082160018384457,None,284.12411840003915,284.12675009993836,285.12482859985903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,野蛮,i,,,,,,,,,,,0,79,79,46,,,,,,,,,,,,,285.1275601000525,,,,,,,,,,,,,,,,285.1250907999929,285.1275601000525,285.61385040008463,,,,,,,,,,,,285.61812809994444,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.61386869987473,285.61812809994444,285.61812809994444,286.20592039986514,e,0,0.5856830000411719,None,286.20618189987727,286.22160420008004,287.20605769986287,287.22098209988326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.2061149000656,287.22098209988326,287.22098209988326,292.2565963000525,space,5.023782700067386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,消极,i,,,,,,,,,,,,,,,0,0,0,35,,,,,,,,,292.2736122000497,,,,,,,,,,,,,,,,292.27073489991017,292.2736122000497,292.7572139999829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.7572289998643,292.7602649999317,292.7602649999317,293.9330466000829,i,1,1.17062190012075,None,293.93344020005316,293.93838499998674,294.92323549999855,294.9262796000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,,,,,0,1,1,70,,,,,,,,,294.9262796000112,,,,,,,,,,,,,,,,294.92365440004505,294.9262796000112,295.42084049992263,,,,,,,,,,,,295.4245164000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4208571999334,295.4245164000895,295.4245164000895,295.7959046999458,e,1,0.3701949000824243,None,295.7961949999444,295.80102839996107,296.7906154000666,296.7933519000653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,傲慢,i,,,,,,,,,,,,,,,0,2,2,37,,,,,,,,,296.7933519000653,,,,,,,,,,,,,,,,296.79085789993405,296.7933519000653,297.28872060007416,,,,,,,,,,,,297.2936773998663,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.2887379999738,297.2936773998663,297.2936773998663,297.7641910999082,i,1,0.46764040016569197,None,297.7645582999103,297.7686665998772,298.7556723000016,298.7580532999709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,热情,e,,,,,,,,,,,,,,,0,3,3,27,,,,,,,,,298.7580532999709,,,,,,,,,,,,,,,,298.75590039999224,298.7580532999709,299.2571237999946,,,,,,,,,,,,299.2609987000469,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.2571394999977,299.2609987000469,299.2609987000469,299.84188860002905,e,1,0.5790126000065356,None,299.84212399995886,299.85646010003984,300.85723010008223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,轻率,i,,,,,,,,,,,,,,,0,4,4,48,,,,,,,,,300.8611001998652,,,,,,,,,,,,,,,,300.8574828999117,300.8611001998652,301.35410150000826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.35411860002205,301.35831719986163,301.35831719986163,301.85926749999635,e,0,0.48772870004177094,None,301.85953909996897,301.86425539990887,302.85767709999345,302.86079189996235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,诚实,e,,,,,,,,,,,,,,,0,5,5,15,,,,,,,,,302.86079189996235,,,,,,,,,,,,,,,,302.8580729998648,302.86079189996235,303.3544642999768,,,,,,,,,,,,303.3582484999206,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3544813999906,303.3582484999206,303.3582484999206,303.6573840000201,i,0,0.28667479986324906,None,303.6576584998984,303.6609113998711,304.6571692000143,304.6596558999736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,鲁莽,i,,,,,,,,,,,,,,,0,6,6,38,,,,,,,,,304.6596558999736,,,,,,,,,,,,,,,,304.6574418998789,304.6596558999736,305.1548061000649,,,,,,,,,,,,305.1584866999183,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.15482449997216,305.1584866999183,305.1584866999183,306.6579418000765,None,0,,,306.658193100011,306.66070559993386,307.6574263998773,307.66003859997727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,,,,,0,7,7,65,,,,,,,,,307.66003859997727,,,,,,,,,,,,,,,,307.65773699991405,307.66003859997727,308.1556919000577,,,,,,,,,,,,308.15934320003726,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.15570400003344,308.15934320003726,308.15934320003726,309.65737919998355,None,0,,,309.65760069992393,309.6600096998736,310.6568469000049,310.66013019997627,309.6600096998736,309.6600096998736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,暴躁,i,,,,,,,,,,,,,,,0,8,8,44,,,,,,,,,310.66013019997627,,,,,,,,,,,,,,,,310.657114099944,310.66013019997627,311.15445249993354,,,,,,,,,,,,311.15864440007135,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.1544772000052,311.15864440007135,311.15864440007135,312.64200929994695,None,0,,,312.64224289986305,312.6576292999089,313.6406600000337,313.6563267998863,312.6576292999089,312.6576292999089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,313.6563267998863,,,,,,,,,,,,,,,,313.6408659000881,313.6563267998863,314.15380569989793,,,,,,,,,,,,314.157566400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1538241999224,314.157566400012,314.157566400012,315.64214490004815,None,0,,,315.6423813998699,315.65767079987563,316.64065640000626,316.65683740004897,315.65767079987563,315.65767079987563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,其他,i,,,,,,,,,,,,,,,0,10,10,69,,,,,,,,,316.65683740004897,,,,,,,,,,,,,,,,316.64089630008675,316.65683740004897,317.154645799892,,,,,,,,,,,,317.15845220000483,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.1546698999591,317.15845220000483,317.15845220000483,318.6580501999706,None,0,,,318.6582961999811,318.66088310000487,319.64553109998815,319.6571470000781,318.66088310000487,318.66088310000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,,,,,0,11,11,77,,,,,,,,,319.6571470000781,,,,,,,,,,,,,,,,319.6458091000095,319.6571470000781,320.1542642998975,,,,,,,,,,,,320.15878820000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.1542795000132,320.15878820000216,320.15878820000216,321.6431412000675,None,0,,,321.64335520006716,321.6576107000001,322.6408275999129,322.6568992000539,321.6576107000001,321.6576107000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,悲观,i,,,,,,,,,,,,,,,0,12,12,34,,,,,,,,,322.6568992000539,,,,,,,,,,,,,,,,322.641054000007,322.6568992000539,323.15431379992515,,,,,,,,,,,,323.1583098000847,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.1543284000363,323.1583098000847,323.1583098000847,324.6578901000321,None,0,,,324.65811010007747,324.6608144000638,325.6618345999159,,324.6608144000638,324.6608144000638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,愚蠢,i,,,,,,,,,,,,,,,0,13,13,32,,,,,,,,,325.6648969000671,,,,,,,,,,,,,,,,325.6621135000605,325.6648969000671,326.1542646999005,,,,,,,,,,,,326.1581830000505,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.154283199925,326.1581830000505,326.1581830000505,327.6581137999892,None,0,,,327.65832639997825,327.66074090008624,328.6573171999771,328.6599266999401,327.66074090008624,327.66074090008624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,,,,,0,14,14,63,,,,,,,,,328.6599266999401,,,,,,,,,,,,,,,,328.65757689997554,328.6599266999401,329.1451701000333,,,,,,,,,,,,329.15961789991707,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.14518440002576,329.15961789991707,329.15961789991707,330.6570263998583,None,0,,,330.6572759000119,330.6596951999236,331.6556980998721,331.65832789987326,330.6596951999236,330.6596951999236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
