﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_ipn.rt,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5954,0,70,70,16,1,正直,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.6105,0,71,71,24,1,朴实,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7191,0,72,72,59,1,其他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5514,0,73,73,55,1,他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5297,0,74,74,1,1,我的,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.4826,0,75,75,76,1,他们,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5967,0,76,76,19,1,机智,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7949,0,77,77,38,1,鲁莽,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.1543,0,78,78,43,1,自私,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.6856,0,79,79,67,1,他的,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刻薄,i,space,12.3174,i,1,0.7757,0,0,0,33,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.5297,0,1,1,5,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,杰出,e,,,e,1,0.4828,0,2,2,13,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聪明,e,,,e,1,0.5034,0,3,3,12,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.4422,0,4,4,1,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虚伪,i,,,i,1,0.5129,0,5,5,31,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冒失,i,,,i,1,0.516,0,6,6,39,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固执,i,,,i,1,0.4742,0,7,7,47,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,稳重,e,,,e,1,0.5698,0,8,8,21,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.857,0,9,9,57,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.5323,0,10,10,55,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,凶狠,i,,,i,1,0.5984,0,11,11,42,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.5925,0,12,12,72,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,野蛮,i,,,i,1,0.6062,0,13,13,46,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诚实,e,,,e,1,0.9051,0,14,14,15,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下贱,i,,,i,1,0.6283,0,15,15,49,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.7015,0,16,16,6,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.7374,0,17,17,56,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无私,e,,,i,0,0.8351,0,18,18,22,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正直,e,,,e,1,0.6959,0,19,19,16,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.7849,0,20,20,74,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.6993,0,21,21,50,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤奋,e,,,e,1,0.7387,0,22,22,18,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,细腻,e,,,e,1,0.6485,0,23,23,25,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.6808,0,24,24,69,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.7801,0,25,25,61,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.5746,0,26,26,9,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.6159,0,27,27,60,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,优秀,e,,,e,1,1.188,0,28,28,10,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公正,e,,,e,1,1.1219,0,29,29,23,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,1.2343,0,30,30,78,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勇敢,e,,,e,1,0.8382,0,31,31,17,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鲁莽,i,,,i,1,0.8178,0,32,32,38,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.6812,0,33,33,76,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,崇高,e,,,e,1,0.5627,0,34,34,11,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,悲观,i,,,i,1,0.6968,0,35,35,34,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.5607,0,36,36,67,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猖狂,i,,,i,1,0.7074,0,37,37,45,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热情,e,,,e,1,0.6473,0,38,38,27,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.6559,0,39,39,3,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.5635,0,40,40,51,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卑鄙,i,,,i,1,1.1198,0,41,41,30,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.7526,0,42,42,0,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诚恳,e,,,e,1,0.5387,0,43,43,29,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,执拗,i,,,i,1,0.6872,0,44,44,40,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,乐观,e,,,e,1,0.6837,0,45,45,14,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.5749,0,46,46,54,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消极,i,,,i,1,0.6637,0,47,47,35,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.8365,0,48,48,65,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,轻率,i,,,i,1,0.8804,0,49,49,48,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愚蠢,i,,,i,1,0.7635,0,50,50,32,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,1.4484,0,51,51,70,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.6976,0,52,52,58,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴实,e,,,e,1,1.1685,0,53,53,24,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.8496,0,54,54,8,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.7369,0,55,55,66,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自私,i,,,,0,,0,56,56,43,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.867,0,57,57,59,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自卑,i,,,i,1,0.7682,0,58,58,36,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.6959,0,59,59,79,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷静,e,,,e,1,0.7992,0,60,60,26,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.7921,0,61,61,73,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,认真,e,,,e,1,0.7989,0,62,62,20,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.744,0,63,63,7,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.6648,0,64,64,4,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.6316,0,65,65,64,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,机智,e,,,,0,,0,66,66,19,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,散漫,i,,,i,1,0.6462,0,67,67,41,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活泼,e,,,e,1,0.6949,0,68,68,28,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,e,0,0.5754,0,69,69,52,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.6807,0,70,70,77,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.8188,0,71,71,75,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.7135,0,72,72,68,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.7592,0,73,73,71,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.6994,0,74,74,63,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,1.3068,0,75,75,2,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,傲慢,i,,,i,1,0.6846,0,76,76,37,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.6733,0,77,77,62,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暴躁,i,,,i,1,0.6802,0,78,78,44,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.8197,0,79,79,53,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.6977,1,0,80,60,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无私,e,,,e,1,1.4808,1,1,81,22,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.6446,1,2,82,63,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自私,i,,,i,1,1.0024,1,3,83,43,1,,
